3pl_id,min_monthly_volume,max_monthly_volume,average_shipping_time_days,dock_to_stock_hours,max_daily_orders,picking_accuracy_pct,available_storage_sqft,temp_controlled_storage,headquarters_state,num_warehouses,service_coverage,covered_states,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Custom Packaging,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables
8967,1070,3832,2,11,813,83.11,22069,1,IL,3,National,VA;OH;TN;IL;FL;NC;AZ;MA,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0
8968,1161,2322,1,4,324,95.0,18424,0,CA,1,International,NC;CA;FL;PA;NY;TN;VA;MA;OH;AZ;TX;IL;WA;MI,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1
8969,316,2599,1,8,895,93.01,38065,0,CA,7,Regional,WA;GA;CA;OH;VA;FL;NC,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0
8970,1435,3394,2,6,1126,80.89,107257,1,TX,4,Regional,FL;OH;VA;TN;AZ;WA,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0
8971,458,10574,2,7,2136,90.59,29128,0,FL,8,International,AZ;IL;MI;OH;NY;TX;FL;TN;CA;WA;NC;MA,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1
8972,240,23375,2,6,3452,96.63,178477,1,NY,8,International,PA;TX;TN;IL;MA;WA;VA;OH;MI;CA;NY;GA;NC;AZ;FL,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0
8973,433,866,2,6,2167,84.35,66993,0,TX,1,National,OH;NC;GA;VA;WA;IL;MI;MA;TX;NY,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0
8974,506,4540,5,5,3612,86.37,226153,1,FL,5,International,VA;FL;CA;PA;IL;NC;AZ;TN;NY;WA;GA;MI;TX,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
8975,264,688,3,7,3495,98.03,5731,0,FL,4,National,GA;CA;NY;PA;WA;NC;VA;AZ;TN;IL;OH;MA,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1
8976,281,1244,3,7,2150,91.87,18960,1,CA,10,International,GA;TN;OH;VA;PA;TX;NC;IL;MI;MA;FL;CA,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0
8977,1005,14212,3,8,456,98.21,47467,1,TX,9,National,FL;AZ;OH;CA;IL;TN;MI;PA;WA;NY,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1
8978,554,1108,4,6,3153,90.16,49276,1,TX,3,National,AZ;MI;FL;NY;NC;TN;VA;TX;MA;PA;CA,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
8979,1389,27110,3,5,2669,95.95,19550,0,IL,5,National,VA;AZ;IL;NY;NC;WA;FL,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0
8980,257,5047,1,8,344,89.8,16919,0,CA,1,International,FL;CA;IL;MI;NC;PA;MA;WA;TX;VA;OH;TN,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
8981,93,1780,3,4,3210,98.04,41647,0,CA,6,Regional,VA;NC;AZ,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0
8982,525,1050,3,5,555,97.97,17150,0,IL,8,Regional,TX;MA;NC,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
8983,73,3009,2,5,1583,92.82,27351,0,CA,7,Regional,AZ;CA;NY,1,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0
8984,269,5196,4,7,367,95.06,95723,1,CA,8,National,VA;NC;TN;NY;TX;FL;CA;MA;AZ;GA;PA;OH,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1
8985,1075,3124,4,8,853,98.12,19472,0,TX,1,International,NY;IL;VA;NC;FL;PA;MI;WA;TN;GA;CA;TX;MA,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
8986,1314,2628,5,9,98,91.69,1944,0,FL,1,National,NY;MI;NC;PA;VA;TX;FL;OH;CA;IL;MA,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
8987,2911,5822,1,8,402,96.96,8324,0,TX,6,Regional,WA;TX;NC;NY;MI;CA,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
8988,1389,2778,2,6,642,98.31,3333,0,TX,7,Regional,CA;WA;GA,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,1
8989,225,619,2,8,1294,90.85,71293,0,FL,8,Local,TX;MI;VA,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0
8990,374,3690,3,6,1041,99.73,56941,0,NY,7,National,FL;NC;OH;WA;CA;IL;VA;MI;GA,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0
8991,416,1637,3,3,586,93.13,55903,1,TX,1,National,OH;VA;NC;MI;MA;NY;PA;CA;TN;GA;TX,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0
8992,105,951,3,7,538,96.24,18247,1,TX,3,Regional,WA;TX;TN;FL,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0
8993,253,2282,1,8,1111,93.78,46160,1,NY,8,Regional,NY;NC;PA;WA;MI;VA,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0
8994,781,62301,1,6,4378,89.79,16426,1,NY,9,International,NC;CA;NY;TN;AZ;MA;WA;IL;FL;TX;VA;OH;PA;GA,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0
8995,1621,5972,3,7,4480,97.21,31232,0,FL,7,National,AZ;WA;TN;FL;GA;VA;PA,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0
8996,127,4224,1,8,392,99.63,11152,0,TX,7,Regional,NY;IL;TX,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0
8997,97,4669,5,8,7787,96.44,119209,1,NY,9,International,PA;NY;WA;TN;OH;FL;GA;AZ;CA;MA;MI;IL;TX,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0
8998,1208,15753,3,6,698,97.71,4417,0,IL,6,National,MA;IL;TX;TN;CA;AZ;WA,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
8999,31,1450,3,7,1011,94.16,19329,0,NY,4,National,OH;NY;VA;NC;IL;MA;TN;GA;PA;FL;AZ;MI,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0
9000,665,35960,3,6,343,91.49,17046,1,FL,5,National,VA;CA;TX;MA;NY;WA;PA;OH;IL,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0
9001,911,6198,3,4,3926,96.06,25106,0,NY,4,National,PA;TX;NC;CA;WA;IL;AZ;TN;GA,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0
9002,127,3756,4,3,379,87.84,6113,0,IL,8,National,IL;OH;NY;TX;WA;MI;TN;MA,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0
9003,855,3026,3,10,1523,91.63,22580,0,IL,1,Regional,OH;NC;WA;PA;AZ;VA;TN,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,1
9004,1071,5681,5,8,411,80.46,16275,1,TX,3,International,AZ;IL;NC;OH;MA;MI;CA;VA;GA;PA;TX;WA;NY;TN,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,1,0
9005,875,1750,2,7,397,92.16,35019,0,FL,8,International,AZ;VA;NY;MI;FL;IL;TN;OH;CA;NC;PA;MA;TX;GA,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
9006,375,3066,5,5,235,92.64,9317,1,FL,10,Local,OH;GA,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
9007,4274,8548,2,6,814,87.97,28820,1,NY,10,Regional,IL;AZ;TN;PA;MI;WA,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0
9008,184,15383,3,7,1016,83.58,27168,0,IL,10,National,VA;WA;IL;NY;OH;GA;MA;NC;FL;MI;TX;AZ,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0
9009,17,4387,2,8,777,90.72,22436,0,NY,8,National,GA;MA;NC;PA;IL;NY;VA;OH;TX;WA;AZ;MI,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
9010,681,5386,3,9,5504,98.82,22099,1,CA,2,National,PA;MI;FL;OH;IL;CA;NC;WA;GA;AZ;VA;NY,1,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1
9011,246,11346,5,7,1365,97.04,9656,1,IL,4,Regional,AZ;OH;MI;TN;FL;MA;GA,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,0
9012,548,12147,1,5,316,88.35,7093,1,CA,8,National,WA;MA;VA;PA;IL;NY;AZ,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0
9013,197,2937,2,7,199,96.25,21411,1,CA,2,National,CA;IL;OH;TN;GA;AZ;VA;MA,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0
9014,174,5546,5,7,113,89.13,35643,0,FL,3,Regional,VA;NY;CA;WA;TN,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
9015,587,1174,2,11,6340,98.72,4396,0,TX,7,National,NC;CA;OH;VA;TX;PA;MI;GA;IL;AZ;FL,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
9016,364,15395,4,9,690,92.27,38874,1,NY,1,National,VA;TN;FL;IL;MA;GA;OH;AZ;MI;WA;NC;PA,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1
9017,1622,3244,1,8,1858,82.17,11533,1,NY,6,Regional,PA;AZ;NY;GA;TX;NC,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0
9018,1585,3170,5,9,2434,82.57,21047,0,FL,9,International,FL;IL;VA;MA;AZ;NC;NY;CA;WA;MI;TX;OH;GA,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0
9019,89,8282,3,7,274,95.24,80437,1,IL,5,National,PA;NC;VA;TN;WA;GA;OH;TX;AZ;NY;MA;CA,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
9020,606,1212,5,7,87,95.26,10554,1,FL,7,International,AZ;OH;FL;IL;GA;MI;TN;VA;NC;WA;NY;CA;MA;TX,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0
9021,471,942,2,7,14185,96.08,5136,1,IL,1,National,TX;OH;IL;MA;TN;MI;NY;CA;PA;VA,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
9022,412,824,1,4,8102,93.84,7870,0,IL,1,National,MA;FL;TX;PA;IL;NC;AZ,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
9023,1062,9040,2,4,224,92.35,43152,1,FL,2,National,PA;GA;MA;AZ;TX;TN;WA;OH;CA;NC;VA,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
9024,177,1257,1,6,1550,98.38,5017,1,NY,4,National,MA;TN;NC;MI;VA;PA;OH;NY;CA;GA;TX,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0
9025,142,12740,1,6,2191,96.53,12861,0,NY,8,Regional,TX;PA;AZ,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
9026,1723,3446,5,9,1003,97.2,18612,1,FL,9,National,TX;MA;AZ;CA;TN;WA;NY;MI;VA;OH,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1
9027,538,1076,2,6,599,85.81,42193,0,TX,5,Regional,IL;OH;NC;TN,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0
9028,240,5892,4,6,4287,94.9,15920,1,IL,5,Regional,TN;NC;CA;GA,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0
9029,215,16821,3,6,1903,92.26,6486,0,FL,5,International,TX;MI;WA;FL;NC;CA;OH;AZ;MA;IL;GA;PA,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0
9030,153,6488,1,7,2227,87.35,30833,1,TX,9,National,NC;MA;MI;PA;TN;WA;AZ;GA;IL;NY;TX;VA,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0
9031,347,3146,2,6,658,91.2,37223,0,IL,9,National,NC;PA;WA;TX;NY;OH;FL;IL;AZ;VA,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0
9032,912,3351,4,6,5211,99.0,34886,0,IL,2,National,VA;AZ;TX;TN;WA;MA;OH;CA;GA,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1
9033,462,1833,5,5,360,90.67,35510,1,FL,4,International,CA;MI;NC;PA;WA;TN;NY;VA;MA;AZ;OH;TX;GA;IL,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0
9034,867,3052,1,4,980,86.11,24129,0,FL,5,National,WA;MA;AZ;CA;FL;NY;OH,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0
9035,1381,3774,3,9,430,96.99,60116,0,TX,6,International,PA;AZ;TN;FL;MA;NC;WA;MI;GA;VA;NY;IL;TX;OH,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
9036,139,2571,5,9,2524,90.55,31244,1,CA,5,Regional,FL;MA;AZ;NY;NC;OH;TN,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0
9037,179,9624,2,10,497,94.17,60816,1,IL,6,National,TN;TX;IL;WA;GA;CA;VA;OH;FL;MA;PA,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1
9038,351,1484,5,7,342,92.59,83249,1,NY,9,International,IL;PA;OH;NY;NC;FL;GA;CA;TN;VA;TX;MA;AZ;WA,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0
9039,666,2447,3,7,764,97.17,21053,0,TX,3,Regional,PA;MA;IL;MI,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0
9040,122,3872,1,4,655,83.97,62450,0,IL,2,Regional,MI;PA;MA,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0
9041,700,1400,5,7,1885,96.35,17542,1,FL,10,National,TN;WA;PA;MA;AZ;VA;IL;NC;GA;CA;FL;NY,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0
9042,428,1834,1,9,2684,97.22,42778,1,IL,3,Regional,MI;NC;TX;IL;VA,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1
9043,314,3564,1,6,1599,95.31,54263,1,FL,5,National,PA;IL;NC;FL;CA;MA;VA;AZ;TN;TX;MI,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1
9044,205,3088,4,11,1664,94.28,55089,1,TX,9,Regional,TX;VA;IL;AZ,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1
9045,203,2654,2,11,625,80.34,24015,1,CA,9,International,WA;FL;TX;OH;TN;GA;IL;PA;AZ;CA;VA;MI,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
9046,69,45695,1,8,1096,88.47,23575,1,IL,8,Regional,CA;FL;TX;NY;NC;IL,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0
9047,175,3733,1,6,2866,87.76,14112,1,TX,1,Regional,MI;OH;FL;GA;MA;NY,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0
9048,3686,7372,2,8,540,94.66,19626,0,NY,8,Local,OH;MI,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0
9049,551,6638,3,7,704,98.43,20100,0,FL,3,National,OH;GA;NC;TN;PA;VA;TX;CA;IL;MI;MA,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
9050,1132,2264,4,7,13400,92.0,25344,0,IL,7,Regional,AZ;VA;TN;CA;TX;FL,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0
9051,450,12823,2,8,5966,97.4,19325,1,IL,5,National,GA;WA;TX;AZ;PA;NC;FL;VA;MI;IL;CA,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
9052,645,2402,5,8,26730,87.94,81986,1,CA,6,Regional,IL;AZ;CA;WA;TX,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0
9053,107,1320,5,8,5809,84.96,205879,1,CA,7,Regional,FL;IL;MA;NC;WA;PA,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1
9054,1634,3268,3,13,567,88.55,26521,1,TX,1,National,TN;MI;NY;OH;GA;TX;FL;AZ;CA,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
9055,505,1591,5,5,565,89.01,66596,1,IL,8,Local,OH;IL;NC,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
9056,502,2740,1,7,448,90.71,71016,0,FL,4,Regional,AZ;TN;GA;NC;NY,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1
9057,622,1681,1,4,946,73.77,64437,0,TX,1,International,TN;VA;OH;MI;WA;GA;NY;TX;PA;AZ;CA;FL;IL,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
9058,711,2629,2,5,2019,93.99,9526,1,IL,5,National,CA;NC;FL;AZ;MI;TN;PA;MA,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0
9059,51,2908,1,7,473,92.92,94581,0,CA,9,International,OH;IL;TX;MA;NC;CA;WA;NY;MI;TN;FL;AZ;PA;VA;GA,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0
9060,345,2447,1,4,811,95.31,31714,1,TX,7,National,TN;NC;MA;MI;CA;FL;WA,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0
9061,148,6969,4,13,2908,95.93,7867,1,IL,10,National,WA;PA;NC;OH;FL;AZ;MA;TX,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0
9062,813,3005,2,9,2361,82.59,13742,0,FL,6,Regional,MI;CA;PA,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
9063,959,13334,2,9,1204,85.71,37142,1,IL,3,Regional,TX;PA;FL;TN;GA;OH,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1
9064,1196,2392,1,10,79,83.59,44285,1,NY,3,National,FL;VA;OH;CA;NY;TN;WA;IL;TX;GA;MI,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0
9065,670,1340,5,10,836,92.13,32085,0,IL,10,Regional,TX;MI;VA;MA;NC,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1
9066,470,2110,2,9,491,96.79,53959,1,FL,9,Regional,TN;PA;VA;WA;AZ,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
9067,347,9954,3,5,1219,95.51,19366,0,TX,4,Regional,WA;OH;NC;MA;CA;IL,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1
9068,326,29143,3,6,978,90.41,34523,1,IL,6,National,MA;IL;CA;TN;MI;FL;PA;AZ;TX;GA;OH;NY,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
9069,359,2176,2,14,3622,92.94,16040,0,IL,7,International,WA;TN;MI;CA;OH;FL;GA;MA;TX;PA;IL;NC,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9070,405,3025,1,8,439,92.16,14413,1,NY,9,Regional,WA;VA;TN,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
9071,802,1684,5,10,3078,90.87,29228,0,IL,5,National,NC;NY;WA;TN;AZ;PA;MA,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
9072,1677,12579,4,7,1188,89.44,9863,0,IL,7,Regional,PA;IL;OH;GA;VA;CA,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
9073,409,1561,1,7,1280,88.27,11400,0,TX,8,National,TX;CA;PA;IL;OH;FL;MI;NC;MA;VA;TN;WA,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0
9074,765,1530,2,12,1767,92.65,69030,1,CA,9,National,WA;IL;MA;TN;GA;TX;CA;OH;FL,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1
9075,584,1186,1,4,391,82.81,3068,0,IL,5,Regional,CA;FL;NC;TX;PA;NY;AZ,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0
9076,554,3296,4,4,457,97.84,6837,0,NY,8,National,NC;IL;NY;OH;CA;TX;PA;GA;FL;MA,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
9077,875,1750,3,5,1599,87.53,9999,0,NY,3,Regional,GA;OH;PA;WA,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
9078,678,13076,2,5,4248,93.73,3377,1,CA,8,Local,FL;AZ,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
9079,540,8178,4,6,1668,91.31,61450,1,IL,1,International,PA;TX;FL;VA;GA;OH;TN;WA;IL;MI;CA;AZ,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0
9080,94,1538,3,6,2191,85.73,12268,0,FL,9,Regional,TN;MI;WA;IL;NC;PA,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0
9081,134,6460,3,4,1056,92.77,13504,0,CA,9,National,AZ;MA;NY;PA;GA;FL;OH;MI;IL;CA;NC;TN,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1
9082,119,12179,1,7,1725,97.16,24576,0,FL,3,National,GA;CA;PA;IL;AZ;NC;WA;FL;NY;VA;TX,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1
9083,177,2914,2,10,425,86.39,12347,0,IL,1,International,PA;GA;MA;IL;OH;NC;AZ;TX;TN;FL;WA;CA;NY;VA,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0
9084,854,4223,4,6,1074,92.96,15005,1,FL,10,Regional,NY;GA;PA;CA;MI;IL,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0
9085,319,3739,2,4,542,98.0,53253,1,NY,1,National,GA;CA;TX;NY;MI;OH;PA;WA;AZ,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0
9086,2476,4952,4,5,2122,93.49,6797,0,FL,1,National,NY;TN;GA;FL;TX;PA;MI;NC;VA;CA;IL;MA,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0
9087,955,1910,3,4,3865,96.71,18046,1,FL,1,National,GA;OH;TN;NC;NY;CA;WA,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0
9088,244,3062,3,6,499,89.9,74276,1,TX,2,National,TN;OH;FL;WA;VA;AZ;NC;NY;MA;MI;GA;TX,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
9089,362,2599,5,6,864,84.69,69985,0,TX,7,Regional,WA;IL;GA;AZ;VA,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1
9090,292,6395,2,6,3069,96.15,29372,0,NY,5,National,MI;MA;NC;VA;WA;CA;IL;FL,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0
9091,396,1212,1,5,1448,97.07,199614,0,CA,4,National,CA;TX;OH;NC;MI;NY;WA;FL;MA;PA;GA,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
9092,59,2143,4,8,3251,99.03,6048,1,TX,6,National,FL;MI;VA;NC;TX;IL;PA;NY;TN;AZ;OH,1,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0
9093,963,2254,5,6,1066,82.23,5235,0,IL,4,Local,GA,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
9094,44,11254,2,16,17180,91.19,78443,1,NY,6,International,VA;OH;TX;FL;NC;NY;MI;PA;TN;WA;IL;AZ;MA;CA,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
9095,120,3766,1,6,527,93.96,23154,0,IL,1,Regional,NY;VA;PA;NC,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0
9096,331,2037,1,6,354,85.38,33904,1,NY,6,National,MA;GA;VA;TN;NC;TX;IL;PA;WA,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1
9097,608,14514,1,8,704,97.24,9965,0,TX,4,National,TX;VA;MA;WA;NC;MI;IL;NY;CA;AZ,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1
9098,983,2602,1,5,644,98.46,12158,1,NY,5,National,FL;TX;MA;CA;GA;MI;NY;VA;TN;IL,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0
9099,2261,5509,3,11,1036,94.57,23300,1,IL,2,National,OH;PA;VA;MA;AZ;CA;NY;FL;GA;TN;NC,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1
9100,1121,2242,2,8,509,95.86,11172,0,FL,5,National,VA;OH;CA;TN;TX;PA;MA;AZ;NC;WA,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
9101,700,8376,3,10,1476,91.64,21381,1,IL,1,Regional,MA;VA;NC;GA;WA,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0
9102,467,934,3,8,1431,93.64,21144,1,NY,1,National,NC;WA;OH;IL;NY;CA;VA;MA;PA;FL;MI;TX,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
9103,713,3907,2,6,787,96.66,40383,0,IL,7,Local,PA,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1
9104,238,700,1,9,556,97.54,23612,0,FL,4,Local,GA;FL,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,1
9105,52,464,2,7,4450,96.09,13902,1,NY,10,Regional,GA;FL;AZ;PA,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
9106,2573,5146,2,7,563,95.84,23422,1,TX,3,Local,MA;WA,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0
9107,622,1565,1,4,663,94.09,6981,1,FL,1,International,TN;PA;AZ;FL;CA;IL;GA;MA;OH;NY;TX;MI;VA;WA;NC,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
9108,234,4989,2,7,1739,89.39,30257,1,CA,1,Local,CA,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
9109,773,3206,2,8,840,89.89,4468,1,CA,7,Regional,MI;OH;NC;IL,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0
9110,153,10593,2,7,75,91.95,32045,0,TX,8,International,WA;IL;MA;PA;FL;NC;GA;MI;AZ;OH;CA;VA;TX;NY;TN,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1
9111,346,1802,4,4,5722,89.1,51847,0,FL,7,National,PA;AZ;TX;OH;TN;CA;FL;GA;MA;NY,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1
9112,130,3514,5,6,335,95.04,13035,0,CA,10,Regional,AZ;NY;TN;MI,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
9113,296,1341,3,5,3033,92.6,49363,1,IL,6,International,GA;MI;FL;WA;NC;TX;TN;MA;IL;OH;PA;NY,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0
