business_id,sku_count,shipping_volume,order_speed_expectation,business_type,target_market,city,state,country,log_avg_order_value,daily_order_variance,return_rate_pct,avg_sku_turnover_days,top_shipping_regions,temperature_control_needed,avg_package_weight_kg,dimensional_weight_class,year_founded,business_age_yrs,growth_velocity_pct,industry_Fashion,industry_Electronics,industry_Health,industry_Beauty,industry_Home Goods,industry_Food & Beverage,industry_Consumer Packaged Goods,growth_Stable,growth_Growing,growth_Explosive,growth_Seasonal,tech_Shopify,tech_WooCommerce,tech_Amazon,tech_NetSuite,tech_Etsy,tech_Magento,service_Pick and Pack,service_Returns,service_Kitting,service_FBA Prep,service_Subscription Box Fulfillment,service_Same-Day Shipping,service_Custom Packaging,service_Freight Forwarding,service_Inventory Management,service_B2B Fulfillment,service_International Shipping,specialty_Fragile Items,specialty_Heavy Goods,specialty_High SKU Count,specialty_Perishables,specialty_Same Day Delivery
8830,903,16121,4,Hybrid,International,Kristinashire,NY,USA,21.751026893706218,7.187736870759836,9.95604820957841,19.981843471029766,TX:0.04;PA:0.36;MI:0.60,refrigerated,0.8898530273948151,parcel,2022,3,5.221775561724294,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
8831,931,1479,2,B2C,National,Jonathanstad,KS,USA,34.67960013851456,8.816961165525093,7.124752816011756,24.484161810995797,OH:0.35;FL:0.42;CA:0.23,refrigerated,3.654957183524244,parcel,2011,14,5.506711681694204,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1
8832,130,777,2,B2B,National,Clarkberg,KY,USA,16.401053024633548,2.5175245245614057,36.02854206566375,28.702131515889267,NY:0.10;PA:0.90,refrigerated,0.9048521940514201,parcel,2009,16,14.195211244982424,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
8833,726,4018,4,B2B,Local,Jennashire,GA,USA,14.867679731537518,0.7194037357089651,12.010443121787015,48.19885815178482,CA:0.04;MI:0.01;PA:0.39;NY:0.56,none,6.479036470919895,bulky,2013,12,6.821430386106505,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1
8834,891,27878,1,Hybrid,Local,South Shelleyside,NE,USA,13.238080568592538,3.7699497818114605,9.537897360482058,18.298902852157344,NC:0.28;GA:0.58;OH:0.14;NY:0.00,none,8.339844429218896,parcel,2017,8,9.416083853927182,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
8835,476,36121,4,B2B,Regional,Woodmouth,MN,USA,19.48463130705972,11.02772067922194,11.573747222675456,25.529813711152862,MI:0.33;TX:0.29;GA:0.38,none,13.624580116262942,bulky,2009,16,16.88064949110239,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
8836,477,5318,2,Hybrid,Regional,Amyland,IN,USA,10.7429880927033,5.888596820319558,49.52447138398396,19.877215179893454,GA:0.71;IL:0.29,none,3.623251250047242,parcel,2007,18,11.787165950339134,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
8837,565,39075,2,B2C,Regional,Floresstad,CT,USA,26.01314079608211,11.809918363212939,4.247812864304063,11.113224929482408,PA:0.01;NC:0.37;OH:0.21;NY:0.42,frozen,0.6275763742915371,parcel,1998,27,2.390913286728068,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0
8838,381,13724,2,Hybrid,Regional,Lake Melissa,IA,USA,23.11888554194054,10.557756550268603,4.48660096348997,27.75930006256581,NY:0.11;CA:0.80;FL:0.09,none,3.161176678352683,bulky,2015,10,8.510659894047619,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8839,932,14379,2,B2B,Local,Garrettborough,MD,USA,10.93314523100043,2.0763646815776693,29.669810974520423,40.26580485750981,GA:0.08;PA:0.29;MI:0.08;NC:0.55,none,2.5730452879056194,letter,2005,20,9.134180515932853,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
8840,117,41285,3,B2C,National,North Jason,KY,USA,9.957493513117674,4.476815976701873,17.15903634205746,57.89154635987092,PA:0.70;CA:0.30,refrigerated,0.9267229987541719,parcel,1998,27,3.101760381923607,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
8841,41,28212,3,B2B,Local,New Rubenport,UT,USA,29.433424928547048,5.470025712810043,16.114796166764446,19.28090975860825,FL:0.32;NY:0.56;GA:0.12,none,6.650670079751713,parcel,2003,22,7.151396427575687,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8842,521,19346,6,B2B,Regional,Toniland,WY,USA,10.089816341145088,17.538732109661076,25.02473323682065,46.08930096485397,IL:0.30;FL:0.70,refrigerated,10.88100897647056,parcel,2004,21,5.5379085844438,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1
8843,812,5551,2,B2C,Regional,West Wayneside,TN,USA,18.12030467281735,61.695287686911925,19.722629037314235,19.89887302579355,IL:0.12;PA:0.09;MI:0.46;TX:0.34,refrigerated,2.086654535949552,parcel,2006,19,15.781748614571034,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8844,915,36766,3,Hybrid,Local,Curryfurt,SD,USA,20.37882271885546,4.631511496220103,23.90843664921909,26.827446997425337,TX:0.40;NC:0.60,none,1.077831869729974,parcel,2019,6,3.638715148973674,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0
8845,928,23935,7,Hybrid,Regional,East Christian,MI,USA,23.453312018046777,2.3974133970290947,19.48685737799113,21.56784279993115,GA:0.20;MI:0.47;PA:0.33,none,2.980565433732657,parcel,2023,2,5.721918522096203,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
8846,710,10143,2,Hybrid,Regional,Lake Pamelaburgh,IA,USA,18.934093442329427,6.08648138084458,6.655517031994955,14.052814828919676,NC:0.59;GA:0.41,refrigerated,3.4066471689859847,parcel,2000,25,13.718443864296116,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
8847,699,43247,6,B2B,Regional,Basschester,NM,USA,32.175002020495064,1.3563454099147338,11.331321892387662,18.290068832178004,CA:0.23;TX:0.23;NY:0.53;PA:0.01,none,1.465485566110057,parcel,2013,12,15.637833164761135,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
8848,890,3131,3,B2C,Local,Port Josephmouth,SC,USA,19.685540008142862,3.6372964215584567,38.47264372199394,23.812336257696955,PA:0.01;OH:0.87;IL:0.12,none,1.2323047515147565,parcel,2013,12,6.20635135999641,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0
8849,210,24637,3,Hybrid,Local,East Jennifer,TX,USA,13.544007601720518,0.9342649519223207,7.000267481358511,23.874042789724864,TX:0.04;FL:0.64;PA:0.05;IL:0.26,none,1.4993689549031888,letter,2017,8,3.7928153417706114,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
8850,515,49226,5,B2C,Regional,East Michael,AR,USA,38.96146821493118,11.917968378942355,63.42380526154175,22.924181116256563,IL:0.09;CA:0.91,none,0.6478457676598427,letter,2020,5,12.38969958394972,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
8851,773,3967,6,B2B,Local,Edwardsland,NC,USA,20.25425843908144,9.145378939119666,4.298244513245119,23.031021050246746,MI:0.35;NY:0.33;NC:0.32,none,4.595462813218151,parcel,2008,17,3.5847661563000766,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1
8852,583,5312,3,B2C,Regional,North Anita,MT,USA,24.664467008603193,4.253467520900157,8.878975586842449,11.875212250712394,IL:0.31;MI:0.29;TX:0.18;GA:0.23,none,4.118787196036104,letter,2007,18,13.679266357096406,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
8853,512,14320,3,B2B,International,West Gwendolynfort,IA,USA,22.309385221083367,6.936850671622093,13.430683523687742,25.12196748334086,FL:0.06;OH:0.65;MI:0.00;IL:0.28,none,12.247514205256698,parcel,1998,27,5.0660504186123765,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8854,322,29178,6,B2C,National,South Aaron,NE,USA,85.57175117732798,6.585601190948453,22.76043909911142,23.179252286492982,CA:0.02;NC:0.98,refrigerated,1.2424090972487671,parcel,2019,6,7.078970407983253,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1
8855,904,48216,7,B2C,Regional,Brianton,SD,USA,26.403755228842233,44.36033775164925,23.912970812409657,25.058395612338018,CA:0.50;TX:0.44;OH:0.02;NC:0.04,none,1.5074440668284286,bulky,2003,22,8.405122678086906,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1
8856,102,14089,3,Hybrid,Local,Mcdonaldborough,MS,USA,18.789391515881583,5.379598994200666,17.39842901913814,15.618148669196161,IL:0.09;NY:0.29;PA:0.62,refrigerated,1.6731235781516551,parcel,2003,22,4.389674960890497,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8857,937,26479,7,B2C,National,Port Wendy,MI,USA,19.934149798845304,18.711642670276603,18.881376697327102,15.08536200918295,GA:0.15;FL:0.26;PA:0.59,refrigerated,2.881678205052499,letter,2019,6,4.7554137474197695,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
8858,555,5908,5,B2C,International,New Michael,LA,USA,18.472328162345704,5.187651526669614,12.528414172614724,44.56926358245389,CA:0.35;PA:0.21;NC:0.01;GA:0.43,frozen,32.01366714021171,bulky,2022,3,5.752963670692108,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
8859,886,31386,1,Hybrid,International,East Ryan,NH,USA,60.601750252651215,0.750145804151394,27.99887086451382,18.229248222732558,NY:0.06;TX:0.17;GA:0.77,none,1.8977104065707326,parcel,2018,7,5.104633789388506,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
8860,791,49898,3,Hybrid,National,Port Carl,IA,USA,35.48056208019767,15.89410446431662,26.794002257655436,29.85578363617201,CA:0.11;PA:0.25;IL:0.46;GA:0.19,none,0.7957231099873364,letter,2010,15,4.249650591361609,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
8861,386,31321,4,B2C,National,New Kristen,AK,USA,28.69253217113357,1.0781170941960658,3.0430754802115882,10.381554961550945,PA:0.22;TX:0.78,none,3.16677585755451,bulky,2023,2,4.02860066638238,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8862,875,17538,1,B2C,International,Melissatown,IA,USA,19.629316472411006,3.9227323133556977,17.175395734545663,27.243400604836733,GA:0.20;CA:0.44;MI:0.34;IL:0.01,none,1.1359790907451166,parcel,2006,19,8.724013832702973,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0
8863,238,12140,6,B2C,Local,Weekstown,VA,USA,14.541393964295672,7.119623953411531,29.850342105915423,42.587433528566486,OH:0.26;NC:0.03;MI:0.64;PA:0.06,none,6.502749844468131,parcel,2023,2,6.935579633612066,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8864,571,27148,5,B2B,International,Poolefort,WV,USA,37.39730955746518,1.5128418478516577,15.385508378917368,10.664736850423088,IL:0.38;OH:0.22;CA:0.28;PA:0.12,none,6.503049354172174,parcel,2021,4,6.899271052195906,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
8865,217,29047,4,Hybrid,Local,Andersonmouth,KY,USA,25.042057751026622,35.32918261772155,19.579539865466337,25.140755671932364,IL:0.51;OH:0.27;PA:0.05;MI:0.16,none,0.5421262087498437,parcel,2006,19,3.1867342885034957,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
8866,293,43181,1,B2B,Regional,Port Jacktown,AL,USA,35.92874064377177,7.439463192910115,7.59928420771324,68.11606379723494,NC:0.08;TX:0.68;NY:0.21;GA:0.03,frozen,2.160192583975451,letter,2015,10,6.611834933141567,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
8867,905,17172,3,B2B,Local,Lake Sheila,MS,USA,13.585306752898347,1.467176669907709,21.58837439235714,21.38581574689106,NY:0.07;OH:0.50;FL:0.43,refrigerated,11.492131101746779,letter,2018,7,5.559967451677999,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
8868,99,15815,1,Hybrid,Local,Huntton,WA,USA,41.51979978721566,3.6067670091755053,2.673924568384733,21.389462433330465,PA:0.20;OH:0.62;TX:0.18,none,1.046945480566569,parcel,2024,1,4.804268853142758,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
8869,465,46749,6,B2B,Local,Samanthatown,WA,USA,29.230861738408127,1.0071204056084253,23.186280892481882,26.350638973756176,TX:0.19;MI:0.81,none,7.081855226280567,parcel,2021,4,5.727291298560225,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
8870,717,11293,4,B2B,National,East Justin,TX,USA,14.29512465269327,4.982140794330582,26.695332416144137,17.144925776603266,PA:0.12;IL:0.88,none,6.305934736337078,parcel,2014,11,9.883391741008134,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
8871,959,11412,1,B2B,Local,Nobleborough,AK,USA,37.05368315654418,2.383868609478813,12.457424488751512,8.804723109709359,MI:0.29;GA:0.43;CA:0.00;NC:0.28,none,2.6855851353556854,parcel,1996,29,8.208791766478805,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
8872,451,11693,7,B2B,National,North Todd,NJ,USA,18.35236809294031,12.681948107074787,6.474202325011412,31.033839230225734,MI:0.31;IL:0.02;CA:0.19;NY:0.49,none,2.049840916107866,parcel,2019,6,6.36787975133504,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
8873,968,18236,4,Hybrid,National,North Daniel,IL,USA,7.13941282322395,4.065221680874965,29.461299979264666,20.923403385604562,NC:0.77;MI:0.04;OH:0.19,none,1.6288951665437104,bulky,2017,8,7.044276705929462,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
8874,513,11862,1,Hybrid,National,Michaelburgh,HI,USA,14.331483548226233,2.8260821685613453,7.520118875618569,17.929342156529206,MI:0.71;NY:0.29,none,3.989920040030968,parcel,2000,25,4.319153752086291,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
8875,520,18590,2,Hybrid,Regional,South Kathleenton,MN,USA,25.998947600091206,4.129489866196347,43.108152967014746,10.931314033211496,GA:0.57;NY:0.37;PA:0.07,none,8.398206168334527,parcel,2010,15,7.189629764104211,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8876,779,14880,7,B2C,National,Sanderston,MD,USA,18.798300578407606,2.6270105981266614,25.04298472026675,14.995346163896274,GA:0.37;TX:0.34;NC:0.29,refrigerated,3.994587839200504,parcel,2011,14,4.937925461682074,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8877,547,27422,4,B2B,Regional,Lake Lawrence,NE,USA,12.451117598351901,1.3517407537639357,8.108464616022472,27.177903683186507,CA:0.06;FL:0.51;OH:0.33;NC:0.09,refrigerated,1.2899127159519606,letter,2003,22,9.344652349180237,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1
8878,500,30165,7,Hybrid,Local,Port Christopherborough,ME,USA,16.288069930658104,14.472325965581437,27.673901097226555,18.790025677300438,IL:0.05;GA:0.65;PA:0.30,none,0.8570337573175595,bulky,2004,21,6.064112543634943,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8879,962,7915,3,Hybrid,International,South Thomas,ID,USA,14.267687254833868,0.523366997590003,25.900586011066196,30.823559902508624,TX:0.15;NC:0.02;NY:0.37;CA:0.46,none,3.6695177389232665,letter,1998,27,10.209853393928919,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
8880,69,28566,6,Hybrid,Local,North Jose,CA,USA,32.459304608805525,7.078723231885102,5.447763245032222,21.317030543424874,CA:0.69;NY:0.31,refrigerated,12.386963105498058,letter,2024,1,6.5907953590399755,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
8881,433,19891,4,B2C,International,Randallmouth,UT,USA,19.844229888837738,7.082327715368874,23.968227461446006,33.21723071464118,OH:0.34;PA:0.30;FL:0.35;MI:0.01,refrigerated,1.7677003086187875,parcel,2003,22,8.650606548873222,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8882,77,28317,1,Hybrid,National,South Antonioville,UT,USA,6.067357639317806,0.5947620213887739,8.849979166102377,21.253145839650035,TX:0.64;OH:0.36,none,3.7112670623920745,bulky,2024,1,6.401471257799589,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
8883,558,22799,3,B2C,National,Port Davidton,NC,USA,27.59476515870099,6.721086955037527,5.903055152158852,18.70375166688165,PA:0.48;IL:0.28;OH:0.14;TX:0.10,none,3.576169088837036,parcel,2012,13,10.044627868784062,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8884,449,12697,2,B2B,Regional,East Jamesbury,NH,USA,33.89441618322865,3.401977424439251,17.422839888305532,22.756543378051898,FL:0.52;OH:0.21;IL:0.27,none,9.177199409400622,letter,2020,5,5.4015542118139175,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8885,849,48911,7,B2C,Local,East Stephanieland,WA,USA,20.654402957838716,138.59160612955125,17.350919564572333,17.31959118233231,NC:0.00;CA:0.20;OH:0.04;MI:0.76,none,4.085170539897572,parcel,1999,26,8.371003195097204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8886,798,25585,3,B2B,National,South Victoria,OR,USA,33.35802365753102,4.4714574418655335,24.971075063918455,28.089865874120214,PA:0.09;CA:0.25;TX:0.66,none,4.4323887169841365,letter,2017,8,10.006007481386206,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8887,873,8984,1,B2C,Regional,Claireside,UT,USA,74.76929074603022,10.406658843045054,10.920041246688946,32.85901856859421,TX:0.23;FL:0.77,refrigerated,4.096418978021827,parcel,2006,19,12.757656470106644,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
8888,555,15654,2,Hybrid,International,Tamaraside,ME,USA,12.474453366079674,17.47961617338978,7.81203887856526,9.724276465842827,FL:0.54;CA:0.16;TX:0.31,none,3.1504784059552575,letter,2009,16,4.972517928171042,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
8889,308,6340,4,B2C,National,West Lauraside,KY,USA,24.830345715908997,9.395547059389154,25.839897544985078,17.60540768105771,FL:0.11;NC:0.17;OH:0.25;MI:0.47,none,0.5463818632724949,letter,2002,23,9.619981233216555,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1
8890,627,47607,6,B2B,Regional,North Kayla,FL,USA,19.462448239217345,8.390513930919521,9.168673061225721,28.98582405152197,FL:0.75;IL:0.25,none,1.7601062829300214,letter,1997,28,4.562201536720943,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
8891,853,1948,2,B2C,Local,Clarkeshire,ID,USA,26.247475155068276,4.377218304566607,14.530940374547974,14.041123858176165,OH:0.66;TX:0.34,none,6.932035965683512,parcel,2024,1,8.222798790019695,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
8892,478,46956,5,B2B,Local,East Heather,IL,USA,35.3120631470512,1.6876087883597883,20.775160836742835,27.665233896478696,CA:0.67;FL:0.33,frozen,0.5123018011159709,parcel,1995,30,11.197913071274657,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
8893,994,14911,6,Hybrid,Regional,Barbaraville,MI,USA,8.296365204822854,31.701267363204384,40.054438522950704,19.218287553604984,NY:0.98;OH:0.02,none,4.404498028677681,parcel,2020,5,11.031328654937267,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8894,367,40681,1,Hybrid,Regional,Aaronmouth,MA,USA,13.963760398861723,2.3947514350959818,5.734948367235009,36.33727803931717,IL:0.16;CA:0.84,refrigerated,1.5770647200286683,parcel,1995,30,6.770060319026456,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
8895,142,28004,2,B2C,Regional,Prattberg,AL,USA,27.61981126306585,16.293799360000502,9.171113733332344,10.17524522781588,OH:0.00;IL:0.07;GA:0.93,none,3.977919861664076,parcel,2005,20,2.7175660821691947,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
8896,690,38762,5,B2C,Regional,Mitchellmouth,VT,USA,15.495086452829877,5.750263003604205,2.6855394899108624,16.206569305878492,FL:0.31;PA:0.07;NY:0.62,refrigerated,2.5968988306043954,bulky,2014,11,5.541977989462508,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8897,875,19409,5,B2B,National,Mendozafort,NJ,USA,15.265062017034506,3.8197402397935,26.91293456711849,24.605233975060933,MI:0.90;IL:0.10,none,1.2554135243592563,bulky,1997,28,8.379889671107144,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
8898,384,9160,3,B2B,Regional,Russellborough,SD,USA,23.152317560338748,7.690949541375373,6.685486333005225,14.951609703810716,GA:0.52;IL:0.29;MI:0.12;PA:0.08,none,5.0732090220211985,parcel,2018,7,4.7268926284422585,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
8899,746,7390,3,B2B,Regional,New Darrellhaven,NV,USA,27.39674050703758,2.451252262216101,7.069569684233379,11.631688943729333,TX:0.56;NC:0.13;IL:0.32,none,2.728065708297301,parcel,2011,14,7.614990529416174,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1
8900,697,41135,7,B2B,Local,Lake Arielfort,OR,USA,10.072447063952104,16.820896119242658,14.250339045761262,38.37305763135788,MI:0.16;PA:0.59;OH:0.26,none,2.050018605640027,bulky,2003,22,5.315868881348516,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8901,327,14052,3,Hybrid,National,Bakerburgh,NH,USA,29.583345687090727,5.052801402247697,19.883156573977665,29.928149470324136,GA:0.24;TX:0.21;CA:0.18;MI:0.37,refrigerated,6.556045598764669,parcel,2000,25,3.9722613944823646,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8902,275,36947,7,Hybrid,International,Lake Joshua,NV,USA,34.67777025782919,4.213177531097908,23.764223882563396,27.393112388120645,PA:0.16;NC:0.34;NY:0.48;CA:0.01,refrigerated,4.681815313318639,letter,2009,16,9.839568542975494,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0
8903,178,23173,1,B2B,Regional,Port Lisa,WI,USA,13.575098308205346,15.896189186274361,24.945879679173053,32.345461064742764,IL:0.73;PA:0.11;MI:0.16,none,3.265736456191171,parcel,2019,6,8.297735321694232,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
8904,417,30813,5,B2B,Regional,North Davidmouth,TN,USA,10.554757022354941,2.069823098932513,18.00366191262342,32.54937781326775,MI:0.58;TX:0.05;NC:0.32;CA:0.05,none,4.5384981046796895,parcel,2015,10,6.817154934157536,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1
